                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                 1.6181,                0.80585,                 1.0293,                0.80579,                0.62104,                0.66852,                0.32641,                 1.6346,                0.77237,                 1.0408,               0.004885,               0.004885,               0.004885
                    157,                 1.6213,                0.80607,                 1.0308,                0.80502,                0.62041,                0.66819,                0.32641,                 1.6338,                0.77185,                 1.0405,               0.004852,               0.004852,               0.004852
                    158,                 1.6187,                0.80589,                 1.0298,                0.80438,                0.62014,                0.66812,                0.32664,                 1.6333,                0.77099,                 1.0401,               0.004819,               0.004819,               0.004819
                    159,                 1.6202,                0.80406,                 1.0292,                0.80616,                0.61934,                0.66863,                0.32677,                 1.6326,                 0.7706,                 1.0398,               0.004786,               0.004786,               0.004786
                    160,                 1.6127,                0.80051,                 1.0304,                 0.8056,                 0.6205,                0.66879,                 0.3273,                 1.6323,                0.77056,                 1.0395,               0.004753,               0.004753,               0.004753
                    161,                 1.6152,                0.80073,                 1.0279,                 0.8078,                0.61993,                0.66928,                 0.3276,                 1.6315,                0.77014,                 1.0393,                0.00472,                0.00472,                0.00472
                    162,                 1.6159,                0.80169,                 1.0287,                0.80952,                0.61933,                0.66952,                0.32781,                 1.6307,                0.76977,                  1.039,               0.004687,               0.004687,               0.004687
                    163,                 1.6135,                0.79942,                  1.027,                0.80784,                0.61959,                 0.6693,                0.32802,                 1.6299,                0.76844,                 1.0387,               0.004654,               0.004654,               0.004654
                    164,                  1.616,                0.79925,                 1.0281,                0.80849,                0.61974,                0.66997,                0.32833,                 1.6294,                0.76808,                 1.0384,               0.004621,               0.004621,               0.004621
                    165,                 1.6231,                0.80601,                  1.027,                0.80855,                0.61985,                0.67027,                0.32838,                 1.6292,                0.76812,                 1.0382,               0.004588,               0.004588,               0.004588
                    166,                 1.6124,                 0.7987,                 1.0265,                0.80774,                 0.6199,                0.67064,                 0.3286,                 1.6287,                0.76749,                  1.038,               0.004555,               0.004555,               0.004555
                    167,                  1.618,                0.80191,                 1.0279,                0.80834,                0.62052,                0.67106,                0.32873,                 1.6285,                 0.7672,                 1.0378,               0.004522,               0.004522,               0.004522
                    168,                 1.6109,                0.79492,                 1.0246,                0.80845,                0.62075,                0.67196,                0.32925,                  1.628,                0.76652,                 1.0376,               0.004489,               0.004489,               0.004489
                    169,                  1.609,                 0.7942,                  1.024,                0.80727,                 0.6215,                0.67203,                0.32922,                 1.6279,                0.76592,                 1.0375,               0.004456,               0.004456,               0.004456
                    170,                 1.6064,                0.79688,                  1.025,                 0.8068,                0.62265,                0.67268,                0.32983,                 1.6274,                0.76556,                 1.0373,               0.004423,               0.004423,               0.004423
                    171,                 1.6099,                0.79619,                 1.0243,                 0.8072,                0.62258,                0.67307,                0.33005,                 1.6268,                0.76474,                 1.0368,                0.00439,                0.00439,                0.00439
                    172,                 1.6019,                0.79256,                 1.0237,                0.80743,                 0.6225,                0.67327,                 0.3303,                 1.6264,                0.76466,                 1.0365,               0.004357,               0.004357,               0.004357
                    173,                 1.6066,                0.79421,                 1.0262,                0.80856,                0.62228,                0.67388,                 0.3307,                 1.6257,                0.76393,                 1.0363,               0.004324,               0.004324,               0.004324
                    174,                 1.5987,                0.78924,                 1.0214,                 0.8092,                0.62248,                0.67426,                0.33094,                 1.6254,                0.76346,                 1.0361,               0.004291,               0.004291,               0.004291
                    175,                 1.6095,                0.79638,                 1.0255,                0.80746,                 0.6238,                0.67422,                0.33129,                 1.6247,                0.76257,                 1.0356,               0.004258,               0.004258,               0.004258
                    176,                 1.6023,                0.79058,                 1.0225,                0.80874,                0.62348,                 0.6747,                 0.3317,                 1.6243,                0.76237,                 1.0355,               0.004225,               0.004225,               0.004225
                    177,                 1.5973,                0.79026,                 1.0203,                0.80849,                0.62354,                0.67456,                0.33184,                 1.6237,                0.76185,                 1.0353,               0.004192,               0.004192,               0.004192
                    178,                  1.606,                0.78995,                 1.0216,                0.80976,                0.62336,                0.67475,                0.33219,                 1.6233,                0.76119,                 1.0351,               0.004159,               0.004159,               0.004159
                    179,                 1.6005,                0.78954,                 1.0204,                0.81013,                0.62389,                0.67528,                0.33255,                 1.6222,                0.76081,                 1.0349,               0.004126,               0.004126,               0.004126
                    180,                  1.598,                0.78773,                 1.0199,                0.81047,                0.62468,                0.67598,                0.33268,                 1.6216,                0.76044,                 1.0346,               0.004093,               0.004093,               0.004093
                    181,                 1.5881,                0.78104,                 1.0195,                 0.8106,                0.62379,                0.67606,                0.33281,                 1.6215,                 0.7598,                 1.0343,                0.00406,                0.00406,                0.00406
                    182,                  1.596,                0.78555,                 1.0228,                0.81236,                0.62288,                0.67629,                0.33317,                 1.6212,                0.75891,                 1.0342,               0.004027,               0.004027,               0.004027
                    183,                 1.5947,                0.78594,                 1.0205,                0.81221,                0.62383,                0.67661,                0.33319,                 1.6208,                0.75857,                  1.034,               0.003994,               0.003994,               0.003994
                    184,                 1.5965,                0.78378,                 1.0214,                0.81335,                0.62334,                0.67696,                0.33331,                 1.6205,                0.75775,                 1.0338,               0.003961,               0.003961,               0.003961
                    185,                 1.5909,                0.78142,                 1.0186,                0.81387,                0.62358,                0.67649,                0.33335,                 1.6202,                0.75695,                 1.0337,               0.003928,               0.003928,               0.003928
                    186,                 1.5991,                0.78641,                 1.0192,                0.81437,                0.62395,                0.67703,                0.33366,                 1.6201,                0.75684,                 1.0334,               0.003895,               0.003895,               0.003895
                    187,                 1.5867,                0.78052,                 1.0169,                0.81407,                0.62463,                0.67716,                0.33381,                 1.6199,                0.75623,                 1.0332,               0.003862,               0.003862,               0.003862
                    188,                 1.5877,                0.77924,                 1.0162,                0.81547,                0.62459,                0.67751,                0.33424,                 1.6194,                0.75555,                  1.033,               0.003829,               0.003829,               0.003829
                    189,                 1.5919,                0.77919,                 1.0179,                0.81433,                 0.6246,                0.67732,                 0.3345,                 1.6193,                0.75477,                 1.0328,               0.003796,               0.003796,               0.003796
                    190,                 1.5917,                0.78191,                 1.0186,                0.81485,                0.62446,                 0.6776,                0.33478,                 1.6188,                0.75457,                 1.0326,               0.003763,               0.003763,               0.003763
                    191,                   1.59,                0.78015,                 1.0183,                0.81649,                0.62331,                 0.6777,                0.33497,                 1.6188,                 0.7542,                 1.0325,                0.00373,                0.00373,                0.00373
                    192,                 1.5837,                0.77666,                 1.0164,                 0.8169,                0.62414,                0.67862,                0.33529,                 1.6186,                0.75357,                 1.0323,               0.003697,               0.003697,               0.003697
                    193,                 1.5893,                0.77865,                 1.0165,                0.81692,                0.62412,                0.67891,                0.33534,                 1.6183,                0.75261,                  1.032,               0.003664,               0.003664,               0.003664
                    194,                  1.582,                0.77751,                 1.0165,                0.81738,                0.62449,                0.67965,                0.33558,                 1.6178,                0.75215,                 1.0319,               0.003631,               0.003631,               0.003631
                    195,                 1.5815,                0.77528,                 1.0157,                0.81671,                0.62388,                0.67959,                0.33603,                 1.6174,                0.75173,                 1.0317,               0.003598,               0.003598,               0.003598
                    196,                 1.5788,                0.77159,                 1.0137,                0.81749,                0.62445,                 0.6803,                0.33621,                 1.6173,                0.75131,                 1.0316,               0.003565,               0.003565,               0.003565
                    197,                 1.5806,                0.77349,                 1.0145,                 0.8174,                0.62448,                0.68025,                0.33633,                 1.6166,                0.75056,                 1.0313,               0.003532,               0.003532,               0.003532
                    198,                 1.5745,                0.77115,                 1.0144,                0.81829,                 0.6246,                0.68096,                0.33656,                 1.6161,                0.75009,                 1.0311,               0.003499,               0.003499,               0.003499
                    199,                 1.5816,                0.77143,                 1.0157,                0.81785,                0.62455,                0.68043,                0.33668,                 1.6158,                 0.7497,                  1.031,               0.003466,               0.003466,               0.003466
                    200,                 1.5758,                0.77202,                 1.0143,                0.81628,                0.62529,                0.68059,                0.33689,                 1.6153,                0.74907,                 1.0308,               0.003433,               0.003433,               0.003433
                    201,                 1.5747,                0.76922,                 1.0134,                0.81787,                0.62477,                0.68142,                 0.3374,                 1.6156,                0.74881,                 1.0308,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.5806,                0.77235,                  1.012,                0.81775,                0.62526,                 0.6817,                0.33742,                 1.6151,                0.74824,                 1.0306,               0.003367,               0.003367,               0.003367
                    203,                 1.5741,                0.77026,                 1.0122,                0.81838,                0.62597,                0.68218,                0.33765,                  1.615,                0.74838,                 1.0305,               0.003334,               0.003334,               0.003334
                    204,                 1.5787,                0.76987,                 1.0154,                0.81782,                0.62603,                0.68191,                0.33807,                 1.6149,                0.74804,                 1.0304,               0.003301,               0.003301,               0.003301
                    205,                 1.5708,                0.76889,                 1.0105,                0.81818,                0.62584,                 0.6824,                0.33815,                 1.6148,                 0.7479,                 1.0302,               0.003268,               0.003268,               0.003268
                    206,                 1.5747,                0.76585,                 1.0128,                0.81885,                0.62678,                 0.6829,                 0.3384,                 1.6144,                0.74785,                 1.0301,               0.003235,               0.003235,               0.003235
                    207,                 1.5675,                0.76471,                 1.0117,                0.81864,                  0.626,                0.68282,                0.33857,                 1.6144,                0.74737,                   1.03,               0.003202,               0.003202,               0.003202
                    208,                 1.5679,                0.76284,                  1.013,                0.81779,                0.62601,                0.68269,                0.33877,                 1.6147,                0.74724,                 1.0298,               0.003169,               0.003169,               0.003169
                    209,                 1.5686,                0.76582,                 1.0104,                0.81778,                 0.6268,                0.68312,                0.33884,                 1.6144,                0.74702,                 1.0297,               0.003136,               0.003136,               0.003136
                    210,                 1.5591,                0.76014,                 1.0084,                0.81581,                0.62851,                 0.6837,                0.33915,                 1.6141,                0.74654,                 1.0295,               0.003103,               0.003103,               0.003103
                    211,                 1.5608,                0.76075,                 1.0069,                0.81587,                0.62932,                0.68439,                0.33935,                 1.6141,                0.74652,                 1.0293,                0.00307,                0.00307,                0.00307
                    212,                  1.568,                0.76448,                 1.0111,                 0.8189,                0.62817,                0.68478,                0.33979,                  1.614,                0.74604,                 1.0292,               0.003037,               0.003037,               0.003037
                    213,                  1.563,                0.76137,                 1.0088,                0.81549,                0.63024,                0.68465,                0.33998,                 1.6138,                 0.7458,                  1.029,               0.003004,               0.003004,               0.003004
                    214,                 1.5597,                0.75834,                 1.0057,                0.81596,                0.63051,                0.68489,                0.34012,                 1.6131,                0.74534,                 1.0288,               0.002971,               0.002971,               0.002971
                    215,                 1.5637,                0.76385,                 1.0095,                0.81685,                0.62987,                0.68512,                0.34041,                 1.6133,                0.74521,                 1.0287,               0.002938,               0.002938,               0.002938
                    216,                 1.5648,                0.76156,                  1.011,                0.81714,                0.62939,                0.68529,                0.34072,                 1.6131,                0.74487,                 1.0286,               0.002905,               0.002905,               0.002905
                    217,                 1.5562,                0.75614,                 1.0079,                 0.8165,                0.62959,                 0.6854,                0.34091,                  1.613,                0.74442,                 1.0283,               0.002872,               0.002872,               0.002872
                    218,                  1.559,                0.76082,                 1.0071,                0.81692,                0.62991,                0.68572,                0.34104,                 1.6125,                0.74383,                 1.0282,               0.002839,               0.002839,               0.002839
                    219,                 1.5551,                0.75454,                 1.0064,                0.81753,                0.62961,                0.68592,                0.34138,                 1.6123,                0.74331,                  1.028,               0.002806,               0.002806,               0.002806
                    220,                 1.5531,                  0.755,                 1.0057,                0.81786,                0.63045,                0.68629,                0.34161,                 1.6121,                0.74283,                 1.0278,               0.002773,               0.002773,               0.002773
                    221,                 1.5557,                0.75718,                 1.0055,                0.81968,                0.63013,                0.68703,                 0.3418,                 1.6121,                0.74258,                 1.0276,                0.00274,                0.00274,                0.00274
                    222,                 1.5472,                0.75017,                 1.0052,                0.81908,                0.63039,                0.68713,                0.34188,                 1.6117,                0.74204,                 1.0276,               0.002707,               0.002707,               0.002707
                    223,                 1.5562,                0.75466,                 1.0063,                0.81986,                0.63041,                0.68769,                0.34199,                 1.6117,                0.74185,                 1.0275,               0.002674,               0.002674,               0.002674
                    224,                 1.5472,                0.75125,                 1.0048,                0.82093,                0.62966,                0.68766,                0.34203,                 1.6116,                0.74151,                 1.0273,               0.002641,               0.002641,               0.002641
                    225,                 1.5483,                0.74839,                 1.0039,                0.82102,                0.63007,                0.68808,                0.34208,                 1.6113,                0.74117,                 1.0272,               0.002608,               0.002608,               0.002608
                    226,                 1.5501,                0.75323,                 1.0045,                0.82142,                0.62954,                0.68829,                0.34206,                  1.611,                0.74085,                 1.0272,               0.002575,               0.002575,               0.002575
                    227,                 1.5496,                0.74884,                 1.0038,                0.82182,                0.63075,                  0.689,                0.34241,                 1.6108,                0.74054,                  1.027,               0.002542,               0.002542,               0.002542
                    228,                 1.5472,                0.74633,                 1.0044,                0.82302,                0.63104,                0.68963,                0.34245,                 1.6107,                0.74049,                 1.0269,               0.002509,               0.002509,               0.002509
                    229,                 1.5445,                0.74713,                 1.0016,                0.82297,                 0.6309,                0.68957,                 0.3427,                 1.6104,                0.74032,                 1.0268,               0.002476,               0.002476,               0.002476
                    230,                 1.5445,                0.74784,                 1.0012,                0.82244,                0.63062,                0.68979,                0.34265,                 1.6103,                 0.7399,                 1.0266,               0.002443,               0.002443,               0.002443
                    231,                 1.5464,                0.74674,                 1.0041,                0.81733,                0.63406,                 0.6902,                0.34292,                 1.6102,                0.73942,                 1.0263,                0.00241,                0.00241,                0.00241
                    232,                 1.5385,                0.74419,                 1.0031,                0.81993,                0.63262,                0.69077,                0.34306,                 1.6099,                0.73931,                 1.0262,               0.002377,               0.002377,               0.002377
                    233,                 1.5394,                0.74511,                 1.0029,                0.81666,                0.63428,                0.69054,                0.34315,                 1.6096,                0.73879,                 1.0261,               0.002344,               0.002344,               0.002344
                    234,                 1.5359,                0.74351,                0.99818,                   0.82,                0.63268,                0.69084,                0.34311,                 1.6093,                0.73835,                 1.0258,               0.002311,               0.002311,               0.002311
                    235,                 1.5374,                 0.7403,                 1.0005,                0.81967,                0.63386,                0.69103,                0.34315,                  1.609,                0.73793,                 1.0257,               0.002278,               0.002278,               0.002278
                    236,                 1.5323,                0.73885,                 1.0002,                0.81855,                0.63393,                0.69112,                0.34356,                 1.6087,                 0.7375,                 1.0256,               0.002245,               0.002245,               0.002245
                    237,                 1.5366,                0.74442,                 1.0006,                0.81767,                0.63466,                0.69102,                0.34363,                 1.6083,                0.73719,                 1.0254,               0.002212,               0.002212,               0.002212
                    238,                 1.5281,                0.73736,                0.99802,                0.82024,                0.63379,                 0.6915,                0.34391,                 1.6084,                0.73716,                 1.0252,               0.002179,               0.002179,               0.002179
                    239,                 1.5368,                0.73921,                0.99978,                0.81791,                0.63514,                0.69225,                0.34445,                 1.6078,                0.73686,                  1.025,               0.002146,               0.002146,               0.002146
                    240,                 1.5344,                0.73684,                0.99984,                0.81992,                0.63402,                0.69245,                0.34431,                  1.608,                0.73622,                 1.0249,               0.002113,               0.002113,               0.002113
                    241,                 1.5349,                0.73862,                 1.0001,                0.81932,                0.63485,                0.69278,                0.34449,                 1.6075,                0.73584,                 1.0248,                0.00208,                0.00208,                0.00208
                    242,                 1.5263,                 0.7334,                0.99592,                0.81969,                0.63468,                0.69292,                0.34447,                 1.6075,                0.73555,                 1.0245,               0.002047,               0.002047,               0.002047
                    243,                  1.527,                0.73044,                0.99825,                0.82043,                0.63365,                0.69279,                0.34482,                 1.6074,                0.73519,                 1.0245,               0.002014,               0.002014,               0.002014
                    244,                 1.5294,                0.73613,                0.99837,                0.81971,                0.63418,                0.69316,                0.34466,                 1.6075,                0.73483,                 1.0243,               0.001981,               0.001981,               0.001981
                    245,                  1.522,                 0.7302,                0.99668,                0.81946,                0.63382,                 0.6928,                0.34486,                 1.6071,                0.73444,                 1.0241,               0.001948,               0.001948,               0.001948
                    246,                 1.5233,                0.73384,                 0.9951,                0.82028,                0.63331,                0.69314,                0.34502,                 1.6072,                0.73441,                 1.0241,               0.001915,               0.001915,               0.001915
                    247,                 1.5235,                0.73052,                0.99559,                0.81963,                 0.6339,                0.69283,                 0.3451,                 1.6072,                0.73417,                  1.024,               0.001882,               0.001882,               0.001882
                    248,                 1.5246,                0.73039,                  0.998,                  0.821,                0.63382,                0.69372,                0.34541,                 1.6069,                0.73378,                 1.0238,               0.001849,               0.001849,               0.001849
                    249,                 1.5195,                0.72741,                0.99497,                0.82045,                 0.6335,                0.69335,                0.34557,                 1.6068,                0.73326,                 1.0238,               0.001816,               0.001816,               0.001816
                    250,                 1.5244,                0.73108,                0.99801,                0.82157,                0.63356,                  0.694,                0.34566,                 1.6066,                0.73301,                 1.0238,               0.001783,               0.001783,               0.001783
                    251,                 1.5124,                0.72419,                0.99548,                0.82259,                0.63397,                0.69458,                0.34592,                 1.6063,                0.73274,                 1.0236,                0.00175,                0.00175,                0.00175
                    252,                  1.517,                0.72458,                0.99446,                0.82218,                0.63373,                 0.6938,                0.34595,                 1.6065,                0.73271,                 1.0236,               0.001717,               0.001717,               0.001717
                    253,                 1.5163,                0.72746,                0.99423,                0.82272,                0.63356,                0.69407,                0.34591,                 1.6064,                0.73243,                 1.0235,               0.001684,               0.001684,               0.001684
                    254,                 1.5221,                0.72724,                0.99598,                0.82305,                0.63355,                0.69422,                0.34614,                 1.6065,                0.73197,                 1.0233,               0.001651,               0.001651,               0.001651
                    255,                 1.5108,                 0.7233,                0.99271,                0.82251,                0.63401,                 0.6942,                0.34612,                 1.6063,                0.73242,                 1.0232,               0.001618,               0.001618,               0.001618
                    256,                 1.5084,                0.72221,                0.99133,                0.82357,                0.63423,                0.69458,                 0.3463,                 1.6059,                0.73161,                 1.0231,               0.001585,               0.001585,               0.001585
                    257,                 1.5127,                0.72076,                0.99221,                0.82334,                0.63381,                0.69434,                0.34622,                 1.6055,                0.73111,                 1.0231,               0.001552,               0.001552,               0.001552
                    258,                 1.5052,                0.71832,                0.98952,                0.82244,                0.63468,                0.69461,                0.34652,                 1.6051,                0.73085,                  1.023,               0.001519,               0.001519,               0.001519
                    259,                 1.5097,                 0.7215,                0.99013,                0.82177,                0.63515,                0.69515,                0.34667,                 1.6052,                0.73069,                 1.0228,               0.001486,               0.001486,               0.001486
                    260,                 1.5024,                0.71743,                0.99224,                0.82319,                0.63536,                0.69513,                 0.3468,                 1.6051,                0.73053,                 1.0228,               0.001453,               0.001453,               0.001453
                    261,                 1.5015,                0.71628,                0.99188,                0.82254,                0.63525,                0.69489,                0.34705,                 1.6044,                0.73002,                 1.0226,                0.00142,                0.00142,                0.00142
                    262,                 1.5052,                0.72039,                0.98876,                0.82291,                0.63571,                0.69515,                0.34705,                 1.6042,                 0.7297,                 1.0226,               0.001387,               0.001387,               0.001387
                    263,                 1.5051,                0.71941,                0.99048,                0.82253,                0.63609,                0.69502,                 0.3474,                 1.6044,                0.72943,                 1.0225,               0.001354,               0.001354,               0.001354
                    264,                 1.5009,                0.71809,                0.98941,                0.82379,                0.63561,                0.69534,                0.34724,                  1.604,                0.72923,                 1.0225,               0.001321,               0.001321,               0.001321
                    265,                  1.496,                0.71213,                0.98822,                0.82319,                0.63579,                0.69524,                0.34739,                 1.6042,                0.72917,                 1.0224,               0.001288,               0.001288,               0.001288
                    266,                 1.4968,                0.71372,                0.98956,                0.82314,                0.63624,                0.69544,                 0.3473,                  1.604,                0.72883,                 1.0224,               0.001255,               0.001255,               0.001255
                    267,                 1.4908,                0.70817,                0.98582,                 0.8254,                 0.6361,                0.69565,                 0.3475,                 1.6041,                0.72855,                 1.0224,               0.001222,               0.001222,               0.001222
                    268,                 1.4926,                0.70791,                0.98856,                0.82468,                0.63684,                0.69573,                0.34757,                 1.6043,                0.72833,                 1.0224,               0.001189,               0.001189,               0.001189
                    269,                 1.4956,                0.71003,                 0.9893,                0.82495,                0.63673,                0.69617,                0.34773,                 1.6043,                0.72797,                 1.0224,               0.001156,               0.001156,               0.001156
                    270,                 1.4955,                0.71067,                0.98669,                 0.8242,                0.63652,                0.69587,                0.34762,                 1.6044,                0.72795,                 1.0224,               0.001123,               0.001123,               0.001123
                    271,                 1.4885,                0.70799,                0.98632,                0.82451,                0.63638,                0.69569,                0.34756,                 1.6045,                0.72751,                 1.0224,                0.00109,                0.00109,                0.00109
                    272,                 1.4938,                0.70908,                0.98447,                0.82613,                0.63558,                0.69564,                0.34768,                 1.6043,                0.72677,                 1.0223,               0.001057,               0.001057,               0.001057
                    273,                 1.4923,                0.71163,                0.98624,                 0.8266,                0.63531,                0.69592,                0.34773,                  1.604,                0.72673,                 1.0222,               0.001024,               0.001024,               0.001024
                    274,                 1.4843,                0.70506,                0.98628,                0.82685,                0.63489,                0.69591,                0.34804,                 1.6039,                0.72653,                 1.0221,               0.000991,               0.000991,               0.000991
                    275,                 1.4815,                0.70221,                0.98561,                0.82679,                0.63421,                0.69557,                0.34782,                 1.6037,                0.72595,                 1.0221,               0.000958,               0.000958,               0.000958
                    276,                  1.483,                0.70282,                0.98345,                 0.8265,                0.63399,                0.69586,                0.34812,                 1.6038,                0.72536,                 1.0221,               0.000925,               0.000925,               0.000925
                    277,                 1.4788,                0.70106,                0.98593,                0.82656,                0.63397,                0.69542,                0.34814,                 1.6036,                0.72474,                  1.022,               0.000892,               0.000892,               0.000892
                    278,                 1.4763,                0.70103,                0.98224,                 0.8267,                  0.634,                0.69568,                0.34834,                 1.6037,                0.72487,                  1.022,               0.000859,               0.000859,               0.000859
                    279,                 1.4692,                0.69726,                0.98093,                0.82699,                0.63412,                0.69585,                0.34826,                 1.6036,                0.72434,                 1.0219,               0.000826,               0.000826,               0.000826
                    280,                 1.4755,                0.69942,                0.98324,                0.82662,                 0.6346,                0.69564,                 0.3483,                 1.6042,                0.72415,                  1.022,               0.000793,               0.000793,               0.000793
                    281,                 1.4759,                0.69683,                0.98492,                0.82721,                0.63442,                0.69575,                0.34852,                 1.6034,                0.72374,                 1.0218,                0.00076,                0.00076,                0.00076
                    282,                 1.4739,                0.69709,                0.98197,                0.82728,                0.63449,                0.69603,                0.34853,                 1.6032,                0.72346,                 1.0216,               0.000727,               0.000727,               0.000727
                    283,                 1.4747,                0.69866,                0.98063,                0.82538,                0.63528,                0.69616,                0.34855,                 1.6032,                0.72296,                 1.0216,               0.000694,               0.000694,               0.000694
                    284,                 1.4655,                0.69244,                0.98158,                0.82575,                 0.6352,                0.69613,                0.34854,                 1.6033,                0.72293,                 1.0216,               0.000661,               0.000661,               0.000661
                    285,                 1.4744,                0.69823,                0.98181,                0.82612,                0.63517,                0.69624,                0.34849,                 1.6033,                0.72237,                 1.0214,               0.000628,               0.000628,               0.000628
                    286,                 1.4602,                0.68981,                 0.9796,                0.82598,                0.63587,                0.69616,                0.34855,                 1.6034,                0.72208,                 1.0214,               0.000595,               0.000595,               0.000595
                    287,                 1.4652,                0.69005,                 0.9803,                0.82556,                0.63659,                 0.6964,                0.34859,                 1.6036,                0.72175,                 1.0215,               0.000562,               0.000562,               0.000562
                    288,                 1.4606,                0.68821,                0.97954,                0.82597,                0.63632,                0.69623,                0.34858,                 1.6035,                0.72155,                 1.0214,               0.000529,               0.000529,               0.000529
                    289,                 1.4646,                0.69023,                0.97831,                0.82532,                0.63621,                0.69655,                0.34859,                 1.6035,                0.72145,                 1.0214,               0.000496,               0.000496,               0.000496
                    290,                 1.4565,                0.68769,                0.97781,                0.82603,                0.63629,                0.69698,                0.34864,                 1.6033,                0.72062,                 1.0213,               0.000463,               0.000463,               0.000463
                    291,                 1.4458,                0.66797,                 0.9831,                0.82562,                0.63576,                 0.6965,                0.34878,                 1.6033,                0.72089,                 1.0213,                0.00043,                0.00043,                0.00043
                    292,                 1.4341,                0.65669,                0.97613,                0.82401,                0.63619,                0.69648,                0.34899,                 1.6031,                0.72086,                 1.0213,               0.000397,               0.000397,               0.000397
                    293,                 1.4362,                0.65852,                0.97827,                0.82468,                0.63618,                0.69661,                0.34907,                  1.603,                0.72081,                 1.0214,               0.000364,               0.000364,               0.000364
                    294,                 1.4307,                0.65472,                   0.98,                0.82414,                0.63656,                0.69644,                0.34902,                  1.603,                 0.7207,                 1.0213,               0.000331,               0.000331,               0.000331
                    295,                 1.4278,                0.65304,                0.97502,                0.82457,                0.63676,                0.69667,                0.34907,                 1.6026,                0.72054,                 1.0213,               0.000298,               0.000298,               0.000298
                    296,                 1.4251,                0.65182,                0.97662,                 0.8251,                0.63648,                0.69687,                 0.3495,                 1.6025,                0.72006,                 1.0213,               0.000265,               0.000265,               0.000265
                    297,                 1.4247,                0.65176,                0.97478,                0.82637,                 0.6366,                0.69711,                0.34932,                 1.6025,                0.71946,                 1.0213,               0.000232,               0.000232,               0.000232
                    298,                 1.4231,                0.65005,                0.97717,                0.82671,                0.63652,                0.69745,                0.34958,                 1.6026,                0.71933,                 1.0214,               0.000199,               0.000199,               0.000199
                    299,                 1.4214,                 0.6489,                0.97618,                0.82712,                 0.6367,                0.69756,                0.34965,                 1.6024,                0.71886,                 1.0214,               0.000166,               0.000166,               0.000166
                    300,                 1.4173,                0.64724,                0.97464,                0.82782,                0.63583,                 0.6972,                0.34954,                 1.6022,                0.71859,                 1.0213,               0.000133,               0.000133,               0.000133
